timestamp,open,high,low,close
1607731200,544.2792467673735,undefined,undefined,undefined
1607644800,559.9681688060556,560.0948650176941,536.6039837480919,545.2052871727692
1607558400,573.9290145894145,574.8450094838519,549.1802302242935,558.5064466850556
1607472000,554.8192450767056,577.7084307652647,531.187178148795,573.3586030033067
1607385600,591.1307626241443,591.8160864000191,550.8678023008441,554.7577055601023
1607385540,591.3848587783384,undefined,undefined,undefined
1607299200,602.7255864226379,602.742262389462,584.8352259386565,591.6097143548461
1607212800,598.7261542456483,607.2885138173823,584.1861367817514,602.7363128377636
1607126400,567.2330081056701,597.2707045642893,561.6357962799134,597.2707045642893
1607040000,615.7055350239013,619.5565691120775,567.2975316975184,567.7261201367236
1606953600,597.3579431280484,622.6474479314286,587.5015608658948,616.374528974735
1606867200,585.4457059048966,603.6373887777339,577.3447997292142,598.2369710239107
1606780800,616.3764414668176,635.7547964872998,570.8152829572092,586.3264070613179
1606694400,578.17983350159,615.4998078359008,571.2490607622952,614.6735562458434
1606608000,537.8770580824788,576.4190083114493,531.3915317491264,576.2665645532712
1606521600,519.3717901485204,548.1314179134412,507.7779723883415,538.0384476770519
1606435200,520.9713892911791,530.9386143300708,496.0017960726064,518.2048263318342
1606348800,567.9622837440396,576.675723233401,485.1789631019275,518.800498553263
1606262400,605.170357596151,605.8457506869142,556.3239450112044,570.3167776349391
1606176000,608.9248234482676,621.7654232867666,594.1194237540657,605.0422592985864
1606089600,562.2983605211687,610.4762077667068,551.4803176125881,609.1893651202312
1606003200,551.6100613897263,580.5320622393674,513.4778089632098,559.7022595395147
1605916800,510.2209095924901,552.5243982943383,503.39111137766076,551.7373758581169
1605916740,510.00704232687883,undefined,undefined,undefined
1605830400,471.5353580617068,514.2225161795699,471.2906366080688,509.75460041431893
1605744000,479.63755417780357,480.3596310671499,465.6289529443315,471.6119160591558
1605657600,482.55037531029757,494.4112010400466,463.21365505499523,479.25947071039343
1605571200,460.37570290748727,484.5125643963757,460.25219241696163,482.6865689413172
1605484800,446.0614121946676,465.8655720028664,445.26226983260756,461.1582231253827
1605398400,461.17279445067544,462.4794643312177,441.5503272678672,446.67993134260666
1605312000,473.7437610237579,473.7437610237579,455.33963480350474,461.47346207831316
1605225600,462.995217693232,473.85265917137406,457.92353319261343,473.31378616869097
1605139200,463.5985131696097,470.03528320729725,452.53859309718445,462.7279581610429
1605052800,451.11442893442637,476.2964832240757,449.8322984072604,463.9205078561771
1604966400,443.38880153694805,454.94577782065693,439.60462543103876,450.7860385557084
1604880000,454.484312932236,459.08360036260575,435.4150515023659,444.4249446596249
1604793600,434.75429530804496,460.21279277404784,432.8101000620105,454.7826051645047
1604707200,456.1749264631265,468.3432627678253,427.1791343482871,435.5247853439587
1604620800,417.4616962698489,458.3700649417952,415.1883173406833,456.17143952181067
1604534400,403.60882427385025,420.5075193781576,396.8725607440122,416.6583506276466
1604448000,387.89078758314344,407.89533863420536,377.44842466949285,402.3175866457204
1604361600,382.9535171596225,389.73567256958137,370.748893192888,387.85587493774545
1604275200,396.98071559353167,404.1864440862445,379.1001991305064,383.5034637400189
1604188800,385.2658317514344,397.25032101416843,384.98500576911727,396.77035950777605
1604102400,382.58489684205426,393.17019138822513,380.9623484145158,386.64108175503134
1604041200,381.8363929495643,undefined,undefined,undefined
1604016000,381.8363929495643,384.8842284343606,374.60587932587083,382.7589276628781
1603929600,389.0391970646184,393.6432954412332,381.062824660329,386.5039698118483
1603929540,388.5886713435671,undefined,undefined,undefined
1603843200,404.1717229079649,408.9586138047639,381.2804337658267,388.6209058301684
1603843140,403.91782759159406,undefined,undefined,undefined
1603756800,393.0184476605093,409.69184161796534,390.31322863558825,404.3053031052802
1603756740,393.05435017535166,undefined,undefined,undefined
1603670400,405.30919059932444,411.1167071707315,383.62970404253684,393.67963395045234
1603670340,405.85303464827064,undefined,undefined,undefined
1603584000,412.21543741255215,417.2436603134793,404.91417043965754,405.84987275369303
1603583940,412.3996783020625,undefined,undefined,undefined
1603497600,409.6209159286633,416.62213517803144,407.42268133976194,412.373979447158
1603497540,409.49306607352617,undefined,undefined,undefined
1603411200,414.2504337000517,419.24225945336,402.1692883850968,409.5689209265076
1603411140,414.4014459251245,undefined,undefined,undefined
1603324800,391.9363992817313,420.62250530735497,391.9363992817313,414.49111427399447
1603238400,368.3313478264675,401.24805913043946,367.60865243741085,391.5887907601401
1603152000,379.39188530599444,380.66236382181927,366.39723103720615,368.20832405316196
1603065600,378.4563084848345,383.70260113604326,372.90720666087503,379.23735488689226
1602979200,368.516563208217,378.5697405557481,367.83287456708655,378.16485628526607
1602892800,365.52456171006367,370.3089774066494,363.5222060120199,368.41091273527695
1602806400,377.729674779917,379.7888831810361,361.7506689599377,365.45422475347317
1602720000,378.8369185417633,380.92558113647476,370.1622031392574,377.49197233190364
1602633600,381.07110396286487,387.0950998160726,373.6813636665793,378.82789641191766
1602547200,386.7648150980856,387.65587706878824,374.9564222761329,381.0601599576096
